date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:40	1025/1025	U-----	200	untouched ('OK')	text/css	etag:%22401-61376dfbf6fe9%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/mobile-nav.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/mobile-nav946e.css	(from http://localhost:8080/portfolio/)
17:39:40	38341/38341	U-----	200	untouched ('OK')	text/css	etag:%2295c5-61376dfbf50ae%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/codevzplus.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/codevzplus946e.css	(from http://localhost:8080/portfolio/)
17:39:40	2842/2842	U-----	200	untouched ('OK')	text/css	etag:%22b1a-61376dfbf48e0%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/codevzplus-tablet.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/codevzplus-tablet946e.css	(from http://localhost:8080/portfolio/)
17:39:40	206/206	U-----	200	untouched ('OK')	text/css	etag:%22ce-61376dfbf4110%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/codevzplus-mobile.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/codevzplus-mobile946e.css	(from http://localhost:8080/portfolio/)
17:39:41	118630/118630	U-----	200	untouched ('OK')	text/css	etag:%221cf66-61376e096567c%22	http://localhost:8080/portfolio/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.20.0	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/elementor/assets/css/frontend-lite.minc226.css	(from http://localhost:8080/portfolio/)
17:39:41	16471/16471	U-----	200	untouched ('OK')	text/css	etag:%224057-61376e0a1f9de%22	http://localhost:8080/portfolio/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost:8080/portfolio/)
17:39:41	1109/1109	U-----	200	untouched ('OK')	text/css	etag:%22455-61376ee589e68%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-885.css?ver=1710251386	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-885a7e5.css	(from http://localhost:8080/portfolio/)
17:39:41	9475/9475	U-----	200	untouched ('OK')	text/css	etag:%222503-61376ee6ed2a8%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/global.css?ver=1710251387	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/global85fd.css	(from http://localhost:8080/portfolio/)
17:39:41	11762/11762	U-----	200	untouched ('OK')	text/css	etag:%222df2-614e2514170fa%22	http://localhost:8080/portfolio/wp-content/uploads/elementor/css/post-292.css?ver=1711812118	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/uploads/elementor/css/post-292239e.css	(from http://localhost:8080/portfolio/)
17:39:41	2340/2340	U-----	200	untouched ('OK')	text/css	etag:%22924-61376dfbf681b%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/elementor.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/elementor946e.css	(from http://localhost:8080/portfolio/)
17:39:41	87553/87553	U-----	200	untouched ('')	application/javascript	etag:%2215601-603fed35e19c0%22	http://localhost:8080/portfolio/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost:8080/portfolio/)
17:39:41	13577/13577	U-----	200	untouched ('')	application/javascript	etag:%223509-5fdabee5f2100%22	http://localhost:8080/portfolio/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost:8080/portfolio/)
17:39:42	9636/9636	U-----	200	untouched ('')	application/javascript	etag:%2225a4-61376e38a08ea%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minac72.js	(from http://localhost:8080/portfolio/)
17:39:42	3058/3058	U-----	200	untouched ('')	application/javascript	etag:%22bf2-61376e386e449%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min9b80.js	(from http://localhost:8080/portfolio/)
17:39:42	1845/1845	U-----	200	untouched ('')	application/javascript	etag:%22735-61376e38c9924%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minde0b.js	(from http://localhost:8080/portfolio/)
17:39:42	2139/2139	U-----	200	untouched ('')	application/javascript	etag:%2285b-61376e3895151%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min9b80.js	(from http://localhost:8080/portfolio/)
17:39:47	852/852	U-----	200	untouched ('')	text/xml	date:Sun,%2031%20Mar%202024%2000:19:04%20GMT	http://localhost:8080/portfolio/xmlrpc.php?rsd	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/xmlrpc0db0.php	(from http://localhost:8080/portfolio/)
17:40:00	2119/2119	U-----	200	untouched ('')	application/json	date:Sun,%2031%20Mar%202024%2000:19:06%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embedfe53.json	(from http://localhost:8080/portfolio/)
17:40:00	2274/2274	U-----	200	untouched ('')	text/xml	date:Sun,%2031%20Mar%202024%2000:19:08%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed955e	(from http://localhost:8080/portfolio/)
17:40:06	104286/104286	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:00%20GMT	http://localhost:8080/portfolio/works/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/index.html	(from http://localhost:8080/portfolio/)
17:40:08	101791/101791	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:00%20GMT	http://localhost:8080/portfolio/about/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/about/index.html	(from http://localhost:8080/portfolio/)
17:40:17	98037/98037	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:06%20GMT	http://localhost:8080/portfolio/works/nadine-gems/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/nadine-gems/index.html	(from http://localhost:8080/portfolio/)
17:40:17	109217/109217	U--MC-	200	updated ('OK')	application/json	date:Sun,%2031%20Mar%202024%2015:39:42%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/pages/292	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/pages/292.json	(from http://localhost:8080/portfolio/)
17:40:18	97784/97784	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:08%20GMT	http://localhost:8080/portfolio/works/quran-talent/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/quran-talent/index.html	(from http://localhost:8080/portfolio/)
17:40:30	90772/90772	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:18%20GMT	http://localhost:8080/portfolio/blog/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/blog/index.html	(from http://localhost:8080/portfolio/)
17:40:31	99185/99185	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:18%20GMT	http://localhost:8080/portfolio/works/doro-crypto/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/doro-crypto/index.html	(from http://localhost:8080/portfolio/)
17:40:31	98964/98964	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:17%20GMT	http://localhost:8080/portfolio/works/guzel-shoes-store/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/guzel-shoes-store/index.html	(from http://localhost:8080/portfolio/)
17:40:38	98772/98772	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:30%20GMT	http://localhost:8080/portfolio/shop/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/shop/index.html	(from http://localhost:8080/portfolio/)
17:40:38	89987/89987	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:31%20GMT	http://localhost:8080/portfolio/contact/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/contact/index.html	(from http://localhost:8080/portfolio/)
17:40:40	97783/97783	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:31%20GMT	http://localhost:8080/portfolio/works/rawa-trends/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/rawa-trends/index.html	(from http://localhost:8080/portfolio/)
17:40:50	100558/100558	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:38%20GMT	http://localhost:8080/portfolio/works/aradhya-solutions/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/aradhya-solutions/index.html	(from http://localhost:8080/portfolio/)
17:40:50	99865/99865	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:39%20GMT	http://localhost:8080/portfolio/works/zoukora/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/zoukora/index.html	(from http://localhost:8080/portfolio/)
17:40:50	104355/104355	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:40%20GMT	http://localhost:8080/portfolio/works/c-wael-abdelwahab/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/c-wael-abdelwahab/index.html	(from http://localhost:8080/portfolio/)
17:41:00	97921/97921	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:50%20GMT	http://localhost:8080/portfolio/works/coach-alaa/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/coach-alaa/index.html	(from http://localhost:8080/portfolio/)
17:41:00	99481/99481	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:50%20GMT	http://localhost:8080/portfolio/works/coach-sayed-salem/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/coach-sayed-salem/index.html	(from http://localhost:8080/portfolio/)
17:41:01	97756/97756	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:40:50%20GMT	http://localhost:8080/portfolio/works/hub-of-innovators/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/hub-of-innovators/index.html	(from http://localhost:8080/portfolio/)
17:41:11	97489/97489	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:00%20GMT	http://localhost:8080/portfolio/works/oralxylitol/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/oralxylitol/index.html	(from http://localhost:8080/portfolio/)
17:41:11	94458/94458	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:00%20GMT	http://localhost:8080/portfolio/works/sofipack/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/sofipack/index.html	(from http://localhost:8080/portfolio/)
17:41:12	100747/100747	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:01%20GMT	http://localhost:8080/portfolio/works/c-ali-ezz-gym-coach/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/c-ali-ezz-gym-coach/index.html	(from http://localhost:8080/portfolio/)
17:41:21	96638/96638	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:11%20GMT	http://localhost:8080/portfolio/works/realistic-tablet-mockup/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/realistic-tablet-mockup/index.html	(from http://localhost:8080/portfolio/)
17:41:21	102337/102337	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:12%20GMT	http://localhost:8080/portfolio/works/xvendo/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/xvendo/index.html	(from http://localhost:8080/portfolio/)
17:41:22	92094/92094	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:12%20GMT	http://localhost:8080/portfolio/works/sypron-solutions/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/sypron-solutions/index.html	(from http://localhost:8080/portfolio/)
17:41:33	99399/99399	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:21%20GMT	http://localhost:8080/portfolio/works/disruptive-mobility/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/disruptive-mobility/index.html	(from http://localhost:8080/portfolio/)
17:41:33	96521/96521	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:21%20GMT	http://localhost:8080/portfolio/works/morocco-gate/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/morocco-gate/index.html	(from http://localhost:8080/portfolio/)
17:41:33	93514/93514	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:22%20GMT	http://localhost:8080/portfolio/works/sahm-elnakaa/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/sahm-elnakaa/index.html	(from http://localhost:8080/portfolio/)
17:41:40	90736/90736	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:34%20GMT	http://localhost:8080/portfolio/works/cat/news/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/news/index.html	(from http://localhost:8080/portfolio/)
17:41:40	88111/88111	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:34%20GMT	http://localhost:8080/portfolio/works/cat/salesforce/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/salesforce/index.html	(from http://localhost:8080/portfolio/)
17:41:41	101477/101477	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:33%20GMT	http://localhost:8080/portfolio/works/alkhabar-alyoum/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/alkhabar-alyoum/index.html	(from http://localhost:8080/portfolio/)
17:41:46	93255/93255	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:40%20GMT	http://localhost:8080/portfolio/works/cat/gym-fitness/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/gym-fitness/index.html	(from http://localhost:8080/portfolio/)
17:41:48	89057/89057	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:42%20GMT	http://localhost:8080/portfolio/works/cat/packing/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/packing/index.html	(from http://localhost:8080/portfolio/)
17:41:48	90313/90313	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:40%20GMT	http://localhost:8080/portfolio/works/cat/medical/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/medical/index.html	(from http://localhost:8080/portfolio/)
17:41:50	93323/93323	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:46%20GMT	http://localhost:8080/portfolio/works/cat/fashion-ecommerce/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/fashion-ecommerce/index.html	(from http://localhost:8080/portfolio/)
17:41:53	89177/89177	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:48%20GMT	http://localhost:8080/portfolio/works/cat/religious/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/religious/index.html	(from http://localhost:8080/portfolio/)
17:41:53	89010/89010	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:48%20GMT	http://localhost:8080/portfolio/works/cat/crypto/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/crypto/index.html	(from http://localhost:8080/portfolio/)
17:41:54	90687/90687	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:50%20GMT	http://localhost:8080/portfolio/works/cat/smart-mobility/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/smart-mobility/index.html	(from http://localhost:8080/portfolio/)
17:41:54	1162739/1162739	U--MC-	200	updated ('OK')	application/json	date:Sun,%2031%20Mar%202024%2015:39:42%20GMT	http://localhost:8080/portfolio/wp-json/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/index.html	(from http://localhost:8080/portfolio/)
17:42:00	88969/88969	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:53%20GMT	http://localhost:8080/portfolio/works/cat/legal/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/legal/index.html	(from http://localhost:8080/portfolio/)
17:42:00	88972/88972	U--MC-	200	updated ('OK')	text/html	date:Sun,%2031%20Mar%202024%2015:41:53%20GMT	http://localhost:8080/portfolio/works/cat/spa/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/cat/spa/index.html	(from http://localhost:8080/portfolio/)
17:42:00	10101/10101	U-----	200	untouched ('OK')	text/css	etag:%222775-61376e097c18f%22	http://localhost:8080/portfolio/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from http://localhost:8080/portfolio/)
17:42:01	26572/26572	U-----	200	untouched ('OK')	text/css	etag:%2267cc-61376dfc71506%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/gallery.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/gallery946e.css	(from http://localhost:8080/portfolio/)
17:42:01	10356/10356	U-----	200	untouched ('OK')	text/css	etag:%222874-61376dfc6f9b3%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/carousel.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/carousel946e.css	(from http://localhost:8080/portfolio/)
17:42:01	444/444	U-----	200	untouched ('OK')	text/css	etag:%221bc-61376dfbf73d1%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/parallax.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/parallax946e.css	(from http://localhost:8080/portfolio/)
